umap	assay_id	description	exposure_hrs	variant	comment	comment_type
11.92871161	2110533	Antiproliferative activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
11.92871161	2225129	Antiproliferative activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
11.92871161	2277444	Antiproliferative activity against human HepG2 cells incubated for 24 hrs by MTT assay	24			
11.93810628	1653328	Anti-proliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
11.9481068	1643689	Antiproliferative activity against human HepG2 cells measured after 24 hrs by MTT assay	24			
11.9481068	2236210	Antiproliferative activity against human HepG2 cells measured after 24 hrs by MTT assay	24			
11.97333023	1543631	Antiproliferative activity against human HepG2 cells after 12 hrs by MTT assay	12			
11.99018446	515256	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	642133	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	749681	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	751082	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	772893	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	822101	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	956031	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	985811	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1366512	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1557630	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1645647	Antiproliferative activity in human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1646284	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1671224	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1691521	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1691806	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1698869	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1702865	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1716256	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1718385	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1723666	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1724393	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1731840	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1732961	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1746589	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1769631	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1771970	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1783398	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1789137	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1791484	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1795311	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1795620	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1797301	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1803085	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1803176	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1815162	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1828985	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1831212	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1849497	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1863781	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1875846	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1882977	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1909517	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1909578	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	1928241	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	2198120	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	2215933	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	2232675	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.99018446	2241508	Antiproliferative activity against human HepG2 cells after 72 hrs by MTT assay	72			
11.9910887	1458086	Antiproliferative activity against mouse HepG2 cells after 48 hrs by MTT assay	48			
12.02695037	1727784	Antiproliferative activity against human HepG2 cells in presence of ubenimex after 48 hrs by MTT assay	48		in presence of ubenimex	combination
12.02932781	1588345	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	1821351	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	1890997	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	1891751	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	1935292	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2091079	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2192648	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2202580	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2243526	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2275708	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.02932781	2297210	Antiproliferative activity against human HepG2 cells measured after 48 hrs by MTT assay	48			
12.03724842	2340167	Antiproliferative activity against human HepG2 cells incubated for 72 hrs measured by MTT assay	72			
12.04161344	787166	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT colorimetric assay	48			
12.04284357	1364300	Antiproliferative against human HepG2 cells after 48 hrs by MTT assay	48			
12.04437755	1523653	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	1808191	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	1816875	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	1825409	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	1865211	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	1890961	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2017454	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2087027	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2110550	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2111062	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2135662	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.04437755	2276784	Antiproliferative activity against human HepG2 cells incubated for 72 hrs by MTT assay	72			
12.05315733	512673	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	700694	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	745202	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	758177	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	762182	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	767325	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	768755	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	787841	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	792019	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	793838	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	793845	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	798554	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	814680	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	819491	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	828190	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	828823	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	934775	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	936368	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	957398	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	974665	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	975449	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	979308	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	982465	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	1277231	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	1293506	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	1296914	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
12.05315733	1331950	Antiproliferative activity against human HepG2 cells after 48 hrs by MTT assay	48			
